track 1;
16 3.712319;
16 3.712319;
17 3.712975;
16 3.712975;
17 3.714186;
17 3.714186;
16 3.714928;
16 3.714928;
18 3.715563;
16 3.715563;
17 3.71591;
15 3.71591;
18 3.716639;
15 3.716639;
18 3.7171;
16 3.7171;
16 3.717452;
18 3.717452;
16 3.717534;
17 3.717534;
17 3.717523;
17 3.717523;
23 3.717137;
14 3.717137;
15 3.716632;
16 3.716632;
16 3.715606;
15 3.715606;
17 3.71356;
17 3.71356;
16 3.7097;
16 3.7097;
17 3.7;
18 3.7;
15 3.692036;
19 3.692036;
16 3.682111;
17 3.682111;
17 3.67014;
17 3.67014;
3 3.660614;
29 3.660614;
17 3.652203;
17 3.652203;
18 3.643079;
16 3.643079;
19 3.634928;
31 3.634928;
0 3.627048;
17 3.627048;
16 3.619663;
17 3.619663;
16 3.609262;
17 3.609262;
16 3.602097;
18 3.602097;
16 3.589647;
17 3.589647;
17 3.578984;
17 3.578984;
17 3.563172;
16 3.563172;
17 3.54704;
16 3.54704;
17 3.528137;
16 3.528137;
16 3.506927;
18 3.506927;
16 3.486148;
18 3.486148;
16 3.469723;
17 3.469723;
16 3.454518;
17 3.454518;
17 3.440573;
17 3.440573;
17 3.426094;
16 3.426094;
17 3.416111;
16 3.416111;
17 3.407843;
18 3.407843;
16 3.401742;
16 3.401742;
17 3.394961;
17 3.394961;
16 3.39;
17 3.39;
16 3.386409;
17 3.386409;
17 3.383491;
18 3.383491;
16 3.381227;
17 3.381227;
16 3.379616;
17 3.379616;
24 3.378502;
15 3.378502;
15 3.377453;
15 3.377453;
16 3.376972;
14 3.376972;
17 3.377297;
17 3.377297;
16 3.378479;
18 3.378479;
18 3.38;
17 3.38;
16 3.383217;
16 3.383217;
17 3.386723;
17 3.386723;
16 3.391088;
16 3.391088;
17 3.395266;
16 3.395266;
17 3.398414;
16 3.398414;
17 3.401256;
17 3.401256;
17 3.404024;
17 3.404024;
17 3.406396;
17 3.406396;
17 3.408541;
17 3.408541;
17 3.410161;
16 3.410161;
16 3.411137;
17 3.411137;
16 3.411613;
17 3.411613;
18 3.411663;
17 3.411663;
15 3.411282;
19 3.411282;
16 3.410691;
17 3.410691;
16 3.409454;
17 3.409454;
16 3.406971;
18 3.406971;
16 3.403304;
17 3.403304;
16 3.4;
17 3.4;
17 3.395618;
16 3.395618;
17 3.391329;
16 3.391329;
17 3.387188;
17 3.387188;
17 3.382293;
17 3.382293;
15 3.376824;
17 3.376824;
16 3.371378;
17 3.371378;
17 3.366743;
16 3.366743;
16 3.362962;
17 3.362962;
17 3.358622;
17 3.358622;
16 3.35497;
18 3.35497;
16 3.349492;
16 3.349492;
16 3.34428;
18 3.34428;
16 3.339458;
17 3.339458;
23 3.3338;
15 3.3338;
16 3.327049;
14 3.327049;
16 3.32173;
16 3.32173;
17 3.315709;
17 3.315709;
23 3.308033;
16 3.298324;
15 3.298324;
14 3.298324;
16 3.290135;
15 3.290135;
17 3.28112;
17 3.28112;
16 3.273278;
18 3.273278;
22 3.265677;
16 3.265677;
17 3.259281;
15 3.259281;
15 3.254453;
14 3.254453;
18 3.25135;
16 3.25135;
17 3.249634;
16 3.249634;
17 3.248642;
16 3.248642;
16 3.249207;
17 3.249207;
17 3.250553;
17 3.250553;
16 3.2546;
17 3.2546;
17 3.263318;
16 3.263318;
17 3.274057;
17 3.274057;
17 3.285249;
16 3.285249;
17 3.3;
16 3.3;
17 3.310246;
16 3.310246;
17 3.319263;
16 3.319263;
17 3.333749;
17 3.333749;
16 3.342128;
17 3.342128;
23 3.374181;
13 3.374181;
18 3.396025;
13 3.396025;
19 3.416779;
31 3.416779;
0 3.437409;
16 3.437409;
15 3.456174;
17 3.456174;
17 3.479445;
17 3.479445;
16 3.508073;
17 3.508073;
16 3.549798;
17 3.549798;
17 3.571217;
18 3.571217;
16 3.597727;
17 3.597727;
16 3.614944;
17 3.614944;
17 3.626573;
16 3.626573;
17 3.642034;
16 3.642034;
17 3.654665;
17 3.654665;
17 3.667764;
16 3.667764;
17 3.680439;
16 3.680439;
16 3.689337;
17 3.689337;
17 3.698276;
17 3.698276;
16 3.714195;
17 3.714195;
17 3.725637;
16 3.725637;
17 3.735064;
16 3.735064;
17 3.743159;
16 3.743159;
17 3.753841;
17 3.753841;
15 3.761343;
17 3.761343;
17 3.776241;
17 3.776241;
16 3.789059;
16 3.789059;
17 3.8;
18 3.8;
17 3.808148;
16 3.808148;
17 3.817111;
17 3.817111;
17 3.826221;
16 3.826221;
17 3.836498;
16 3.836498;
18 3.84763;
16 3.84763;
16 3.863805;
16 3.863805;
17 3.872945;
16 3.872945;
17 3.882244;
17 3.882244;
16 3.895491;
16 3.895491;
18 3.903507;
16 3.903507;
16 3.910906;
18 3.910906;
16 3.919106;
16 3.919106;
17 3.928151;
17 3.928151;
15 3.937587;
18 3.937587;
17 3.950526;
16 3.950526;
17 3.962624;
18 3.962624;
16 3.977552;
17 3.977552;
17 3.998725;
16 3.998725;
17 4.018454;
17 4.018454;
17 4.041392;
16 4.041392;
17 4.073028;
17 4.073028;
16 4.086859;
17 4.086859;
16 4.121163;
16 4.121163;
18 4.133101;
16 4.133101;
17 4.14793;
16 4.14793;
17 4.157755;
17 4.157755;
17 4.197685;
16 4.197685;
17 4.216459;
17 4.216459;
24 4.226463;
16 4.226463;
13 4.251485;
17 4.251485;
14 4.275889;
17 4.275889;
16 4.291681;
17 4.291681;
16 4.307978;
18 4.307978;
17 4.323861;
17 4.323861;
19 4.354606;
15 4.354606;
15 4.383406;
17 4.383406;
17 4.395609;
17 4.395609;
18 4.40847;
22 4.435195;
9 4.435195;
18 4.435195;
16 4.446074;
17 4.446074;
16 4.468892;
17 4.468892;
16 4.486657;
17 4.486657;
16 4.503182;
17 4.503182;
17 4.510914;
16 4.510914;
18 4.519481;
16 4.519481;
17 4.526203;
16 4.526203;
17 4.539713;
16 4.539713;
17 4.554655;
17 4.554655;
16 4.560948;
18 4.560948;
15 4.568922;
18 4.568922;
15 4.544349;
17 4.544349;
17 4.546094;
16 4.546094;
18 4.544008;
16 4.544008;
17 4.548389;
16 4.548389;
17 4.568084;
17 4.568084;
15 0.302091;
19 0.302091;
16 0.;
16 0.;
17 0.;
17 0.;
17 0.;
16 0.;
17 0.;
16 0.;
17 0.;
16 0.;
17 0.;
16 0.;
17 0.;
17 0.;
16 0.;
18 0.;
16 0.;
17 0.;
16 0.;
17 0.;
16 0.;
17 0.;
16 0.;
16 0.;
18 0.;
16 0.;
18 0.;
16 0.;
17 0.;
18 0.;
16 0.;
17 0.;
17 0.;
17 0.;
24 0.;
10 0.;
16 0.;
17 0.;
17 0.;
17 0.;
17 0.;
15 0.;
17 0.;
16 0.;
17 0.;
16 0.;
17 0.;
17 0.;
15 0.;
18 0.;
22 0.;
11 0.;
17 0.;
16 0.;
17 0.;
17 0.;
16 0.;
17 0.;
16 0.;
17 0.;
17 0.;
16 0.;
17 0.;
16 0.;
18 0.;
16 0.;
18 0.;
16 0.;
16 0.;
17 0.;
16 0.;
18 0.;
15 0.;
18 0.;
16 0.;
18 0.;
18 0.;
15 0.;
16 0.;
17 0.;
17 0.;
16 0.;
18 0.;
16 0.;
18 0.;
17 0.;
15 0.;
17 0.;
16 0.;
17 0.;
17 0.;
15 0.;
18 0.;
16 0.;
18 0.;
16 0.;
17 0.;
16 0.;
17 0.;
16 0.;
18 0.;
16 0.;
17 0.;
17 0.;
16 0.;
18 0.;
15 0.;
17 0.;
17 0.;
16 0.;
17 0.;
17 0.;
17 0.;
16 0.;
18 0.;
17 0.;
24 0.;
16 0.;
15 0.;
16 0.;
14 0.;
16 0.;
16 0.;
23 0.;
9 0.;
15 0.;
18 0.;
17 0.;
17 0.;
17 0.;
17 0.;
15 0.;
18 0.;
16 0.;
17 0.;
17 0.;
17 0.;
17 0.;
16 0.;
17 0.;
17 0.;
16 0.;
17 0.;
16 0.;
17 0.;
17 0.;
18 0.;
16 0.;
17 0.;
16 0.;
18 0.;
17 0.;
16 0.;
18 0.;
23 0.;
14 0.;
15 0.;
15 0.;
16 0.;
16 0.;
17 0.;
16 0.;
17 0.;
16 0.;
18 0.;
16 0.;
17 0.;
17 0.;
17 0.;
17 0.;
16 0.;
17 0.;
16 0.;
18 0.;
17 0.;
17 0.;
16 0.;
17 0.;
17 0.;
17 0.;
22 0.;
17 0.;
14 0.;
17 0.;
15 0.;
16 0.;
14 0.;
17 0.;
16 0.;
17 0.;
end;
track 3;
12 0.109816;
0 0.104359;
17 0.104359;
23 0.09729;
15 0.09729;
16 0.092003;
15 0.092003;
15 0.092003;
23 0.071848;
12 0.071848;
16 0.071848;
17 0.071889;
16 0.071889;
16 0.065497;
16 0.065497;
16 0.064631;
17 0.064631;
17 0.065424;
18 0.065424;
16 0.068444;
17 0.068444;
18 0.072304;
16 0.072304;
16 0.074167;
16 0.074167;
16 0.082971;
17 0.082971;
15 0.086726;
19 0.086726;
16 0.088838;
18 0.088838;
16 0.092808;
18 0.092808;
24 0.097431;
16 0.110825;
16 0.110825;
16 0.110825;
16 0.125536;
16 0.125536;
16 0.143286;
14 0.143286;
16 0.16205;
16 0.16205;
16 0.189228;
18 0.189228;
16 0.206168;
17 0.206168;
16 0.226362;
18 0.226362;
16 0.239976;
18 0.239976;
16 0.258552;
16 0.258552;
17 0.275331;
17 0.275331;
16 0.29026;
17 0.29026;
16 0.305441;
18 0.305441;
16 0.321738;
15 0.321738;
18 0.332167;
16 0.332167;
16 0.341261;
18 0.341261;
16 0.351827;
18 0.351827;
15 0.359217;
17 0.359217;
16 0.368044;
17 0.368044;
16 0.376708;
17 0.376708;
18 0.383387;
16 0.383387;
17 0.388035;
16 0.388035;
17 0.391168;
18 0.391168;
16 0.393246;
18 0.393246;
16 0.393813;
17 0.393813;
22 0.39122;
17 0.377287;
15 0.377287;
16 0.377287;
15 0.366046;
15 0.366046;
17 0.348861;
18 0.348861;
16 0.329533;
16 0.329533;
17 0.314055;
16 0.314055;
17 0.287228;
16 0.287228;
16 0.268937;
17 0.268937;
17 0.252021;
16 0.252021;
16 0.235464;
18 0.235464;
16 0.212209;
17 0.212209;
24 0.188653;
10 0.188653;
16 0.173318;
17 0.173318;
17 0.157434;
16 0.157434;
24 0.134602;
10 0.134602;
16 0.118701;
16 0.118701;
17 0.101729;
17 0.101729;
16 0.086041;
17 0.086041;
24 0.070815;
14 0.070815;
14 0.05239;
15 0.05239;
16 0.038381;
16 0.038381;
17 0.023447;
17 0.023447;
16 0.004831;
17 0.004831;
17 -0.007591;
17 -0.007591;
17 -0.020505;
17 -0.020505;
16 -0.028853;
17 -0.028853;
16 -0.040594;
17 -0.040594;
16 -0.050025;
17 -0.050025;
17 -0.059254;
16 -0.059254;
18 -0.06605;
17 -0.06605;
16 -0.071978;
16 -0.071978;
16 -0.077251;
17 -0.077251;
17 -0.081835;
17 -0.081835;
17 -0.085972;
17 -0.085972;
16 -0.090226;
16 -0.090226;
17 -0.094717;
17 -0.094717;
16 -0.098117;
17 -0.098117;
17 -0.102824;
16 -0.102824;
17 -0.107607;
16 -0.107607;
24 -0.111348;
16 -0.111348;
14 -0.114112;
15 -0.114112;
16 -0.116525;
17 -0.116525;
16 -0.118375;
17 -0.118375;
16 -0.120334;
16 -0.120334;
17 -0.122113;
17 -0.122113;
17 -0.123579;
16 -0.123579;
17 -0.124496;
17 -0.124496;
16 -0.125084;
16 -0.125084;
17 -0.124392;
17 -0.124392;
17 -0.122306;
17 -0.122306;
16 -0.118125;
17 -0.118125;
24 -0.113968;
15 -0.113968;
16 -0.109855;
15 -0.109855;
16 -0.101459;
15 -0.101459;
17 -0.095372;
16 -0.095372;
17 -0.085511;
16 -0.085511;
17 -0.076775;
16 -0.076775;
17 -0.070599;
17 -0.070599;
25 -0.061893;
14 -0.061893;
18 -0.054329;
11 -0.054329;
22 -0.042596;
10 -0.042596;
16 -0.029707;
18 -0.029707;
17 -0.018703;
16 -0.018703;
17 -0.002161;
16 -0.002161;
17 0.020385;
16 0.020385;
17 0.033174;
16 0.033174;
17 0.045763;
17 0.045763;
17 0.059552;
16 0.059552;
16 0.070863;
17 0.070863;
24 0.089109;
15 0.099275;
16 0.099275;
15 0.099275;
16 0.111087;
14 0.111087;
17 0.126419;
17 0.126419;
15 0.136939;
18 0.136939;
16 0.146944;
17 0.146944;
16 0.158968;
18 0.158968;
16 0.166985;
17 0.166985;
16 0.173959;
17 0.173959;
17 0.181582;
16 0.181582;
17 0.187227;
16 0.187227;
17 0.192619;
15 0.192619;
18 0.197031;
17 0.197031;
17 0.200161;
17 0.200161;
16 0.202537;
17 0.202537;
17 0.204843;
18 0.204843;
15 0.206458;
16 0.206458;
17 0.207103;
17 0.207103;
16 0.206924;
18 0.206924;
16 0.205065;
17 0.205065;
16 0.201858;
17 0.201858;
16 0.198784;
17 0.198784;
16 0.191022;
17 0.191022;
16 0.185185;
18 0.185185;
16 0.178841;
17 0.178841;
17 0.171791;
17 0.171791;
16 0.16448;
16 0.16448;
17 0.156991;
16 0.156991;
17 0.150924;
16 0.150924;
16 0.144291;
16 0.144291;
17 0.139305;
18 0.139305;
16 0.134548;
16 0.134548;
16 0.129822;
17 0.129822;
17 0.125602;
16 0.125602;
17 0.121599;
17 0.121599;
17 0.118477;
17 0.118477;
16 0.115651;
16 0.115651;
18 0.113858;
18 0.113858;
15 0.112429;
17 0.112429;
16 0.111397;
17 0.111397;
16 0.110539;
17 0.110539;
17 0.109798;
16 0.109798;
17 0.109206;
17 0.109206;
16 0.109017;
16 0.109017;
18 0.109196;
17 0.109196;
16 0.109646;
16 0.109646;
18 0.110271;
16 0.110271;
17 0.111516;
17 0.111516;
16 0.113138;
17 0.113138;
16 0.115701;
17 0.115701;
17 0.119044;
14 0.119044;
19 0.124588;
16 0.124588;
17 0.131117;
17 0.131117;
17 0.137192;
17 0.137192;
16 0.144145;
18 0.144145;
15 0.152596;
17 0.152596;
16 0.159537;
17 0.159537;
15 0.16686;
18 0.16686;
16 0.173698;
16 0.173698;
18 0.181881;
17 0.181881;
16 0.189676;
18 0.189676;
16 0.198578;
17 0.198578;
16 0.207962;
17 0.207962;
14 0.216127;
19 0.216127;
17 0.224082;
17 0.224082;
16 0.231285;
18 0.231285;
15 0.23869;
17 0.23869;
16 0.2446;
17 0.2446;
16 0.249991;
17 0.249991;
17 0.255197;
17 0.255197;
16 0.260765;
17 0.260765;
16 0.266041;
17 0.266041;
17 0.270104;
16 0.270104;
17 0.273637;
17 0.273637;
16 0.276789;
17 0.276789;
17 0.279866;
15 0.279866;
19 0.282619;
16 0.282619;
17 0.284755;
17 0.284755;
17 0.286612;
17 0.286612;
17 0.287994;
16 0.287994;
19 0.288939;
15 0.288939;
16 0.289582;
23 0.290003;
18 0.290003;
16 0.290003;
14 0.290274;
16 0.290274;
16 0.290512;
16 0.290512;
16 0.290497;
15 0.290497;
17 0.290313;
16 0.290313;
17 0.290066;
17 0.290066;
16 0.289865;
19 0.289865;
16 0.289758;
16 0.289758;
16 0.289553;
17 0.289553;
17 0.288682;
16 0.288682;
16 0.28786;
18 0.28786;
16 0.287156;
17 0.287156;
16 0.287063;
16 0.287063;
18 0.286979;
17 0.286979;
17 0.287165;
16 0.287165;
18 0.28746;
16 0.28746;
16 0.288642;
17 0.288642;
16 0.290167;
17 0.290167;
16 0.292075;
16 0.292075;
18 0.293424;
17 0.293424;
17 0.295517;
16 0.295517;
17 0.29682;
16 0.29682;
17 0.297845;
16 0.297845;
16 0.298555;
18 0.298555;
16 0.299215;
18 0.299215;
16 0.301517;
16 0.301517;
17 0.303735;
16 0.303735;
18 0.30511;
16 0.30511;
19 0.306052;
16 0.306052;
15 0.30704;
18 0.30704;
16 0.307956;
17 0.307956;
15 0.308947;
18 0.308947;
16 0.310099;
17 0.310099;
17 0.31117;
17 0.31117;
17 0.312688;
17 0.312688;
16 0.314189;
17 0.314189;
17 0.315715;
16 0.315715;
17 0.317689;
17 0.317689;
16 0.320619;
17 0.320619;
17 0.320688;
16 0.320688;
17 0.320872;
17 0.320872;
16 0.322947;
18 0.322947;
16 0.324059;
18 0.324059;
16 0.327661;
16 0.327661;
17 0.32953;
18 0.32953;
16 0.332886;
16 0.332886;
16 0.33463;
17 0.33463;
17 0.339327;
17 0.339327;
17 0.340601;
17 0.340601;
16 0.340782;
17 0.340782;
16 0.340513;
17 0.340513;
17 0.339175;
17 0.339175;
15 0.336563;
17 0.336563;
16 0.334421;
17 0.334421;
16 0.332135;
17 0.332135;
17 0.330476;
17 0.330476;
17 0.328411;
17 0.328411;
16 0.326416;
17 0.326416;
18 0.324599;
16 0.324599;
16 0.321879;
16 0.321879;
17 0.320059;
16 0.320059;
17 0.318763;
16 0.318763;
17 0.317804;
16 0.317804;
16 0.316807;
17 0.316807;
17 0.315779;
16 0.315779;
15 0.314817;
19 0.314817;
17 0.314169;
16 0.314169;
17 0.313717;
16 0.313717;
17 0.313386;
16 0.313386;
17 0.313094;
17 0.313094;
16 0.312808;
16 0.312808;
17 0.312634;
16 0.312634;
18 0.312644;
17 0.312644;
17 0.312737;
15 0.312737;
16 0.313039;
17 0.313039;
16 0.313491;
17 0.313491;
16 0.313938;
17 0.313938;
16 0.314511;
17 0.314511;
16 0.315574;
17 0.315574;
17 0.317223;
17 0.317223;
16 0.319159;
18 0.319159;
25 0.321744;
16 0.323453;
14 0.323453;
17 0.323453;
15 0.324802;
16 0.324802;
15 0.325646;
16 0.325646;
16 0.32581;
16 0.32581;
18 0.325389;
16 0.325389;
17 0.324386;
17 0.324386;
17 0.321621;
16 0.321621;
16 0.315569;
17 0.315569;
17 0.309471;
16 0.309471;
16 0.304152;
17 0.304152;
17 0.299137;
17 0.299137;
15 0.294885;
18 0.294885;
16 0.291747;
17 0.291747;
16 0.289299;
18 0.289299;
17 0.287446;
16 0.287446;
17 0.111619;
17 0.111619;
15 0.325947;
18 0.325947;
16 0.329495;
17 0.329495;
17 0.374712;
17 0.374712;
16 0.359416;
17 0.359416;
16 0.361699;
17 0.361699;
17 0.371719;
17 0.371719;
16 0.367005;
17 0.367005;
17 0.360041;
17 0.360041;
16 0.35375;
16 0.35375;
17 0.374426;
17 0.374426;
16 0.348525;
18 0.348525;
16 0.329759;
18 0.329759;
15 0.321116;
18 0.321116;
16 0.352173;
18 0.352173;
16 0.352895;
16 0.352895;
17 0.354441;
17 0.354441;
17 0.327221;
17 0.327221;
23 0.315077;
9 0.315077;
17 0.35641;
16 0.35641;
16 0.341308;
17 0.341308;
17 0.330403;
17 0.330403;
16 0.283433;
14 0.283433;
19 0.297864;
17 0.297864;
23 0.307104;
16 0.307104;
14 0.308076;
16 0.308076;
13 0.307933;
17 0.307933;
16 0.307358;
18 0.307358;
16 0.30632;
17 0.30632;
15 0.240631;
17 0.240631;
17 0.231885;
15 0.231885;
18 0.228914;
17 0.228914;
17 0.228949;
16 0.228949;
18 0.229019;
15 0.229019;
18 0.229019;
16 0.229019;
15 0.229111;
18 0.229111;
17 0.230607;
16 0.230607;
16 0.232897;
17 0.232897;
16 0.234105;
17 0.234105;
17 0.234816;
17 0.234816;
17 0.235324;
17 0.235324;
16 0.235696;
16 0.235696;
17 0.235964;
17 0.235964;
15 0.236158;
18 0.236158;
16 0.236317;
17 0.236317;
17 0.236442;
17 0.236442;
16 0.236546;
17 0.236546;
17 0.23667;
15 0.23667;
19 0.236773;
16 0.236773;
17 0.236884;
17 0.236884;
24 0.236987;
16 0.236987;
17 0.237081;
15 0.237081;
15 0.23716;
15 0.23716;
15 0.23722;
16 0.23722;
17 0.237271;
17 0.237271;
17 0.237314;
17 0.237314;
16 0.237343;
17 0.237343;
16 0.237361;
17 0.237361;
24 0.237374;
16 0.237385;
14 0.237385;
15 0.237385;
15 0.237393;
17 0.237393;
17 0.2374;
17 0.2374;
17 0.237406;
17 0.237406;
16 0.237416;
17 0.237416;
17 0.237442;
16 0.237442;
16 0.2375;
17 0.2375;
17 0.237644;
17 0.237644;
16 0.238027;
16 0.238027;
16 0.238791;
17 0.238791;
24 0.239912;
16 0.241482;
14 0.241482;
16 0.241482;
15 0.243083;
15 0.243083;
22 0.244789;
14 0.244789;
16 0.246458;
14 0.246458;
17 0.247999;
16 0.247999;
17 0.249284;
17 0.249284;
24 0.25028;
14 0.25028;
14 0.251057;
16 0.251057;
16 0.251638;
16 0.251638;
17 0.252064;
17 0.252064;
17 0.252341;
17 0.252341;
18 0.252535;
16 0.252535;
15 0.252664;
16 0.252664;
18 0.252697;
16 0.252697;
17 0.252599;
16 0.252599;
16 0.252303;
16 0.252303;
17 0.251709;
17 0.251709;
16 0.250889;
18 0.250889;
16 0.249619;
17 0.249619;
16 0.24786;
16 0.24786;
18 0.245672;
15 0.245672;
18 0.243485;
16 0.243485;
17 0.241009;
17 0.241009;
17 0.238443;
17 0.238443;
17 0.235885;
16 0.235885;
17 0.232553;
16 0.232553;
18 0.229378;
16 0.229378;
17 0.226033;
17 0.226033;
17 0.223086;
17 0.223086;
17 0.220442;
16 0.220442;
18 0.2182;
15 0.2182;
18 0.21633;
16 0.21633;
16 0.21474;
17 0.21474;
17 0.21352;
17 0.21352;
17 0.212353;
17 0.212353;
16 0.211317;
17 0.211317;
17 0.210238;
16 0.210238;
17 0.209274;
16 0.209274;
17 0.20833;
16 0.20833;
16 0.207323;
18 0.207323;
16 0.206011;
17 0.206011;
18 0.204794;
16 0.204794;
16 0.203383;
17 0.203383;
17 0.202068;
16 0.202068;
17 0.200599;
16 0.200599;
17 0.199279;
17 0.199279;
17 0.195806;
16 0.195806;
17 0.192506;
16 0.192506;
17 0.188764;
16 0.188764;
16 0.184983;
18 0.184983;
17 0.180914;
17 0.180914;
15 0.177072;
17 0.177072;
16 0.173708;
18 0.173708;
16 0.17119;
16 0.17119;
17 0.169095;
17 0.169095;
17 0.167493;
16 0.167493;
17 0.166327;
16 0.166327;
18 0.165379;
17 0.165379;
16 0.164438;
17 0.164438;
16 0.163607;
17 0.163607;
16 0.162716;
16 0.162716;
17 0.161935;
16 0.161935;
18 0.161301;
16 0.161301;
18 0.160786;
16 0.160786;
18 0.160416;
16 0.160416;
17 0.160158;
17 0.160158;
15 0.159976;
18 0.159976;
18 0.159882;
17 0.159882;
17 0.159837;
17 0.159837;
17 0.159847;
17 0.159847;
16 0.159883;
17 0.159883;
18 0.159865;
17 0.159865;
15 0.159846;
16 0.159846;
16 0.159737;
17 0.159737;
17 0.159501;
17 0.159501;
17 0.159133;
17 0.159133;
17 0.15878;
17 0.15878;
15 0.158364;
17 0.158364;
17 0.157765;
17 0.157765;
16 0.156758;
17 0.156758;
16 0.155156;
17 0.155156;
16 0.153548;
16 0.153548;
17 0.151866;
17 0.151866;
16 0.150051;
18 0.150051;
16 0.148316;
150 0.148316;
0 0.146623;
0 0.146623;
0 0.145098;
0 0.145098;
0 0.143894;
0 0.143894;
0 0.142902;
0 0.142902;
16 0.142148;
16 0.142148;
18 0.141585;
16 0.141585;
18 0.141304;
17 0.141304;
16 0.141241;
17 0.141241;
16 0.141649;
18 0.141649;
16 0.142919;
17 0.142919;
16 0.144882;
17 0.144882;
17 0.147247;
16 0.147247;
18 0.149891;
17 0.149891;
16 0.152948;
17 0.152948;
16 0.156071;
16 0.156071;
16 0.158964;
18 0.158964;
24 0.161666;
10 0.161666;
15 0.164059;
17 0.164059;
16 0.166235;
17 0.166235;
17 0.16904;
17 0.16904;
17 0.172023;
16 0.172023;
17 0.174692;
17 0.174692;
17 0.177955;
15 0.177955;
18 0.181855;
16 0.181855;
16 0.186408;
16 0.186408;
17 0.190832;
16 0.190832;
16 0.195667;
18 0.195667;
16 0.200343;
17 0.200343;
16 0.205344;
18 0.205344;
17 0.209774;
16 0.209774;
18 0.213502;
16 0.213502;
18 0.217514;
16 0.217514;
16 0.221232;
17 0.221232;
17 0.224642;
16 0.224642;
17 0.227243;
18 0.227243;
16 0.229294;
17 0.229294;
17 0.230974;
16 0.230974;
18 0.232344;
17 0.232344;
17 0.233593;
16 0.233593;
17 0.234718;
18 0.234718;
16 0.235668;
16 0.235668;
18 0.236452;
18 0.236452;
16 0.237209;
18 0.237209;
16 0.237944;
17 0.237944;
16 0.2388;
17 0.2388;
134 0.23973;
0 0.23973;
0 0.240983;
0 0.240983;
0 0.242235;
0 0.242235;
0 0.243386;
0 0.243386;
16 0.244492;
16 0.244492;
17 0.245585;
17 0.245585;
16 0.246585;
18 0.246585;
15 0.247611;
18 0.247611;
16 0.248567;
16 0.248567;
17 0.249455;
16 0.249455;
17 0.250285;
15 0.250285;
19 0.251003;
16 0.251003;
17 0.251583;
17 0.251583;
15 0.252051;
19 0.252051;
16 0.252415;
17 0.252415;
16 0.252694;
17 0.252694;
16 0.252906;
17 0.252906;
16 0.253081;
17 0.253081;
17 0.253249;
17 0.253249;
17 0.253399;
16 0.253399;
17 0.253547;
17 0.253547;
16 0.253701;
17 0.253701;
16 0.253875;
18 0.253875;
16 0.254104;
17 0.254104;
16 0.254104;
17 0.254104;
17 0.25443;
15 0.25443;
18 0.254818;
16 0.254818;
16 0.255449;
16 0.255449;
16 0.256106;
17 0.256106;
17 0.257379;
16 0.257379;
18 0.257964;
16 0.257964;
17 0.258434;
17 0.258434;
16 0.258802;
16 0.258802;
17 0.259091;
18 0.259091;
16 0.259309;
17 0.259309;
16 0.259434;
16 0.259434;
16 0.259488;
17 0.259488;
17 0.259439;
16 0.259439;
18 0.259263;
16 0.259263;
17 0.25882;
16 0.25882;
18 0.25793;
17 0.25793;
17 0.256685;
16 0.256685;
16 0.25386;
15 0.25386;
19 0.250239;
16 0.250239;
17 0.246302;
16 0.246302;
18 0.241663;
15 0.241663;
17 0.235961;
16 0.235961;
24 0.230702;
16 0.230702;
16 0.225679;
16 0.225679;
15 0.219856;
16 0.219856;
16 0.21402;
17 0.21402;
16 0.209152;
17 0.209152;
17 0.205427;
16 0.205427;
17 0.202026;
16 0.202026;
17 0.198736;
17 0.198736;
17 0.195514;
17 0.195514;
17 0.191824;
17 0.191824;
16 0.188511;
18 0.188511;
16 0.185797;
17 0.185797;
17 0.183089;
16 0.183089;
17 0.181173;
17 0.181173;
19 0.18002;
16 0.18002;
15 0.180425;
17 0.180425;
17 0.181573;
16 0.181573;
16 0.183905;
18 0.183905;
16 0.189818;
17 0.189818;
17 0.194815;
17 0.194815;
17 0.199232;
17 0.199232;
17 0.204625;
17 0.204625;
16 0.211377;
16 0.211377;
17 0.220588;
16 0.220588;
17 0.228192;
16 0.228192;
17 0.236857;
17 0.236857;
17 0.243752;
18 0.243752;
14 0.255633;
17 0.255633;
16 0.263899;
18 0.263899;
15 0.273111;
18 0.273111;
16 0.283903;
18 0.283903;
16 0.291791;
17 0.291791;
16 0.300087;
16 0.300087;
17 0.307481;
17 0.307481;
16 0.313642;
18 0.313642;
16 0.319156;
17 0.319156;
16 0.323385;
17 0.323385;
17 0.326627;
16 0.326627;
16 0.329001;
17 0.329001;
17 0.330811;
16 0.330811;
16 0.332093;
16 0.332093;
18 0.332909;
16 0.332909;
17 0.333266;
17 0.333266;
17 0.33266;
17 0.33266;
17 0.33033;
17 0.33033;
15 0.326028;
17 0.326028;
17 0.312701;
15 0.312701;
18 0.303696;
16 0.303696;
17 0.293124;
16 0.293124;
17 0.283795;
17 0.283795;
17 0.274734;
15 0.274734;
16 0.268013;
18 0.268013;
17 0.262773;
17 0.262773;
17 0.258761;
16 0.258761;
16 0.255848;
17 0.255848;
16 0.253414;
17 0.253414;
16 0.251306;
17 0.251306;
17 0.24971;
16 0.24971;
17 0.248559;
16 0.248559;
16 0.247855;
19 0.247855;
15 0.247598;
17 0.247598;
16 0.247746;
17 0.247746;
16 0.248453;
17 0.248453;
17 0.249898;
15 0.249898;
18 0.252163;
17 0.252163;
17 0.255656;
16 0.255656;
17 0.26101;
18 0.26101;
